label,phase,ordinal,status,total_ms,size,sha256
global-cache-p0,measured,1,200,5062.001,7218,c2dd0fd76f9b1ab622c372d0b7639404a36baa41b9a4228edb4cc8d2d07eae57
global-cache-p0,measured,2,200,38.777,7218,c2dd0fd76f9b1ab622c372d0b7639404a36baa41b9a4228edb4cc8d2d07eae57
global-cache-p0,measured,3,200,31.417,7218,c2dd0fd76f9b1ab622c372d0b7639404a36baa41b9a4228edb4cc8d2d07eae57
