variant,phase,ordinal,wall_ms,status,responseBytes,items,count
empty,warmup,1,186.107,0,0,0,0
empty,warmup,2,175.989,0,0,0,0
empty,warmup,3,200.362,0,0,0,0
empty,warmup,4,187.785,0,0,0,0
empty,warmup,5,184.918,0,0,0,0
empty,measured,1,179.596,0,0,0,0
empty,measured,2,218.262,0,0,0,0
empty,measured,3,235.888,0,0,0,0
empty,measured,4,184.03,0,0,0,0
empty,measured,5,180.265,0,0,0,0
empty,measured,6,200.583,0,0,0,0
empty,measured,7,190.153,0,0,0,0
empty,measured,8,189.914,0,0,0,0
empty,measured,9,182.386,0,0,0,0
empty,measured,10,177.076,0,0,0,0
empty,measured,11,220.28,0,0,0,0
empty,measured,12,183.596,0,0,0,0
empty,measured,13,188.81,0,0,0,0
empty,measured,14,182.708,0,0,0,0
empty,measured,15,356.623,0,0,0,0
empty,measured,16,277.274,0,0,0,0
empty,measured,17,230.342,0,0,0,0
empty,measured,18,216.676,0,0,0,0
empty,measured,19,224.745,0,0,0,0
empty,measured,20,193.013,0,0,0,0
http,warmup,1,206.96,200,46091,0,0
http,warmup,2,218.642,200,46091,0,0
http,warmup,3,216.406,200,46091,0,0
http,warmup,4,235.081,200,46091,0,0
http,warmup,5,240.769,200,46091,0,0
http,measured,1,239.17,200,46091,0,0
http,measured,2,229.642,200,46091,0,0
http,measured,3,225.297,200,46091,0,0
http,measured,4,204.233,200,46091,0,0
http,measured,5,199.82,200,46091,0,0
http,measured,6,238.564,200,46091,0,0
http,measured,7,217.08,200,46091,0,0
http,measured,8,227.149,200,46091,0,0
http,measured,9,197.195,200,46091,0,0
http,measured,10,204.279,200,46091,0,0
http,measured,11,215.252,200,46091,0,0
http,measured,12,205.535,200,46091,0,0
http,measured,13,198.603,200,46091,0,0
http,measured,14,206.398,200,46091,0,0
http,measured,15,233.968,200,46091,0,0
http,measured,16,246.592,200,46091,0,0
http,measured,17,238.409,200,46091,0,0
http,measured,18,229.867,200,46091,0,0
http,measured,19,236.055,200,46091,0,0
http,measured,20,236.683,200,46091,0,0
http_xml,warmup,1,333.828,200,46091,60,60
http_xml,warmup,2,244.829,200,46091,60,60
http_xml,warmup,3,321.562,200,46091,60,60
http_xml,warmup,4,736.383,200,46091,60,60
http_xml,warmup,5,338.286,200,46091,60,60
