variant,phase,ordinal,wall_ms,status,responseBytes,items,count
http_xml,measured,1,283.228,200,46091,60,60
http_xml,measured,2,262.959,200,46091,60,60
http_xml,measured,3,253.344,200,46091,60,60
http_xml,measured,4,246.279,200,46091,60,60
http_xml,measured,5,272.359,200,46091,60,60
http_xml,measured,6,290.307,200,46091,60,60
http_xml,measured,7,261.964,200,46091,60,60
http_xml,measured,8,257.408,200,46091,60,60
http_xml,measured,9,247.203,200,46091,60,60
http_xml,measured,10,255.426,200,46091,60,60
http_xml,measured,11,253.17,200,46091,60,60
http_xml,measured,12,269.255,200,46091,60,60
http_xml,measured,13,260.184,200,46091,60,60
http_xml,measured,14,231.476,200,46091,60,60
http_xml,measured,15,236.132,200,46091,60,60
http_xml,measured,16,425.546,200,46091,60,60
http_xml,measured,17,332.952,200,46091,60,60
http_xml,measured,18,293.895,200,46091,60,60
http_xml,measured,19,254.479,200,46091,60,60
http_xml,measured,20,245.522,200,46091,60,60
http_xml_sort,warmup,1,284.498,200,46091,60,60
http_xml_sort,warmup,2,267.006,200,46091,60,60
http_xml_sort,warmup,3,270.136,200,46091,60,60
http_xml_sort,warmup,4,257.275,200,46091,60,60
http_xml_sort,warmup,5,263.222,200,46091,60,60
http_xml_sort,measured,1,262.957,200,46091,60,60
http_xml_sort,measured,2,256.061,200,46091,60,60
http_xml_sort,measured,3,242.51,200,46091,60,60
http_xml_sort,measured,4,243.389,200,46091,60,60
http_xml_sort,measured,5,261.998,200,46091,60,60
http_xml_sort,measured,6,259.358,200,46091,60,60
http_xml_sort,measured,7,277.958,200,46091,60,60
http_xml_sort,measured,8,267.196,200,46091,60,60
http_xml_sort,measured,9,270.637,200,46091,60,60
http_xml_sort,measured,10,278.472,200,46091,60,60
http_xml_sort,measured,11,266.872,200,46091,60,60
http_xml_sort,measured,12,269.464,200,46091,60,60
http_xml_sort,measured,13,274.647,200,46091,60,60
http_xml_sort,measured,14,267.76,200,46091,60,60
http_xml_sort,measured,15,285.613,200,46091,60,60
http_xml_sort,measured,16,272.171,200,46091,60,60
http_xml_sort,measured,17,265.351,200,46091,60,60
http_xml_sort,measured,18,363.067,200,46091,60,60
http_xml_sort,measured,19,356.3,200,46091,60,60
http_xml_sort,measured,20,295.576,200,46091,60,60
http_xml_sort_map,warmup,1,489.874,200,46091,60,60
http_xml_sort_map,warmup,2,472.082,200,46091,60,60
http_xml_sort_map,warmup,3,494.087,200,46091,60,60
http_xml_sort_map,warmup,4,513.628,200,46091,60,60
http_xml_sort_map,warmup,5,487.988,200,46091,60,60
http_xml_sort_map,measured,1,997.432,200,46091,60,60
http_xml_sort_map,measured,2,604.274,200,46091,60,60
http_xml_sort_map,measured,3,588.261,200,46091,60,60
http_xml_sort_map,measured,4,496.929,200,46091,60,60
http_xml_sort_map,measured,5,504.193,200,46091,60,60
http_xml_sort_map,measured,6,532.991,200,46091,60,60
http_xml_sort_map,measured,7,568.455,200,46091,60,60
http_xml_sort_map,measured,8,568.5,200,46091,60,60
http_xml_sort_map,measured,9,563.688,200,46091,60,60
http_xml_sort_map,measured,10,498.93,200,46091,60,60
http_xml_sort_map,measured,11,492.056,200,46091,60,60
http_xml_sort_map,measured,12,500.915,200,46091,60,60
http_xml_sort_map,measured,13,610.475,200,46091,60,60
http_xml_sort_map,measured,14,528.183,200,46091,60,60
http_xml_sort_map,measured,15,468.764,200,46091,60,60
http_xml_sort_map,measured,16,487.14,200,46091,60,60
http_xml_sort_map,measured,17,480.317,200,46091,60,60
http_xml_sort_map,measured,18,486.69,200,46091,60,60
http_xml_sort_map,measured,19,473.188,200,46091,60,60
http_xml_sort_map,measured,20,456.285,200,46091,60,60
full_result,warmup,1,477.896,200,46091,60,60
full_result,warmup,2,594.556,200,46091,60,60
full_result,warmup,3,559.304,200,46091,60,60
full_result,warmup,4,510.383,200,46091,60,60
full_result,warmup,5,540.928,200,46091,60,60
full_result,measured,1,558.206,200,46091,60,60
full_result,measured,2,471.214,200,46091,60,60
full_result,measured,3,479.616,200,46091,60,60
full_result,measured,4,496.409,200,46091,60,60
full_result,measured,5,523.635,200,46091,60,60
full_result,measured,6,470.358,200,46091,60,60
full_result,measured,7,500.197,200,46091,60,60
full_result,measured,8,461.362,200,46091,60,60
full_result,measured,9,500.428,200,46091,60,60
full_result,measured,10,877.24,200,46091,60,60
full_result,measured,11,673.142,200,46091,60,60
full_result,measured,12,453.13,200,46091,60,60
full_result,measured,13,480.043,200,46091,60,60
full_result,measured,14,456.845,200,46091,60,60
full_result,measured,15,456.862,200,46091,60,60
full_result,measured,16,482.428,200,46091,60,60
full_result,measured,17,460.603,200,46091,60,60
full_result,measured,18,458.974,200,46091,60,60
full_result,measured,19,455.009,200,46091,60,60
full_result,measured,20,459.604,200,46091,60,60
