variant,phase,ordinal,wall_ms,status,responseBytes,items,count
http_xml,measured,8,185.474,200,46091,60,60
http_xml,measured,9,195.368,200,46091,60,60
http_xml,measured,10,181.302,200,46091,60,60
http_xml,measured,11,176.121,200,46091,60,60
http_xml,measured,12,174.771,200,46091,60,60
http_xml,measured,13,181.785,200,46091,60,60
http_xml,measured,14,206.917,200,46091,60,60
http_xml,measured,15,183.581,200,46091,60,60
http_xml,measured,16,169.966,200,46091,60,60
http_xml,measured,17,185.11,200,46091,60,60
http_xml,measured,18,176.974,200,46091,60,60
http_xml,measured,19,191.498,200,46091,60,60
http_xml,measured,20,182.73,200,46091,60,60
http_xml_sort,warmup,1,332.224,200,46091,60,60
http_xml_sort,warmup,2,298.633,200,46091,60,60
http_xml_sort,warmup,3,239.35,200,46091,60,60
http_xml_sort,warmup,4,198.032,200,46091,60,60
http_xml_sort,warmup,5,199.087,200,46091,60,60
http_xml_sort,measured,1,208.604,200,46091,60,60
http_xml_sort,measured,2,201.164,200,46091,60,60
http_xml_sort,measured,3,200.599,200,46091,60,60
http_xml_sort,measured,4,198.961,200,46091,60,60
http_xml_sort,measured,5,212.964,200,46091,60,60
http_xml_sort,measured,6,201.179,200,46091,60,60
http_xml_sort,measured,7,193.268,200,46091,60,60
http_xml_sort,measured,8,200.305,200,46091,60,60
http_xml_sort,measured,9,220.396,200,46091,60,60
http_xml_sort,measured,10,218.126,200,46091,60,60
http_xml_sort,measured,11,235.542,200,46091,60,60
http_xml_sort,measured,12,213.072,200,46091,60,60
http_xml_sort,measured,13,218.88,200,46091,60,60
http_xml_sort,measured,14,215.881,200,46091,60,60
http_xml_sort,measured,15,217.516,200,46091,60,60
http_xml_sort,measured,16,213.427,200,46091,60,60
http_xml_sort,measured,17,264.444,200,46091,60,60
http_xml_sort,measured,18,218.816,200,46091,60,60
http_xml_sort,measured,19,225.725,200,46091,60,60
http_xml_sort,measured,20,217.994,200,46091,60,60
http_xml_sort_map,warmup,1,480.057,200,46091,60,60
http_xml_sort_map,warmup,2,267.12,200,46091,60,60
http_xml_sort_map,warmup,3,237.932,200,46091,60,60
http_xml_sort_map,warmup,4,250.014,200,46091,60,60
http_xml_sort_map,warmup,5,238.525,200,46091,60,60
http_xml_sort_map,measured,1,235.322,200,46091,60,60
http_xml_sort_map,measured,2,229.004,200,46091,60,60
http_xml_sort_map,measured,3,238.625,200,46091,60,60
http_xml_sort_map,measured,4,230.832,200,46091,60,60
http_xml_sort_map,measured,5,238.923,200,46091,60,60
http_xml_sort_map,measured,6,248.286,200,46091,60,60
http_xml_sort_map,measured,7,245.278,200,46091,60,60
http_xml_sort_map,measured,8,235.596,200,46091,60,60
http_xml_sort_map,measured,9,239.609,200,46091,60,60
http_xml_sort_map,measured,10,265.408,200,46091,60,60
http_xml_sort_map,measured,11,240.958,200,46091,60,60
http_xml_sort_map,measured,12,239.651,200,46091,60,60
http_xml_sort_map,measured,13,232.557,200,46091,60,60
http_xml_sort_map,measured,14,229.447,200,46091,60,60
http_xml_sort_map,measured,15,259.167,200,46091,60,60
http_xml_sort_map,measured,16,259.344,200,46091,60,60
http_xml_sort_map,measured,17,263.518,200,46091,60,60
http_xml_sort_map,measured,18,258.042,200,46091,60,60
http_xml_sort_map,measured,19,244.526,200,46091,60,60
http_xml_sort_map,measured,20,262.85,200,46091,60,60
full_result,warmup,1,272.601,200,46091,60,60
full_result,warmup,2,244.889,200,46091,60,60
full_result,warmup,3,227.4,200,46091,60,60
full_result,warmup,4,237.873,200,46091,60,60
full_result,warmup,5,231.696,200,46091,60,60
full_result,measured,1,249.491,200,46091,60,60
full_result,measured,2,226.955,200,46091,60,60
full_result,measured,3,235.851,200,46091,60,60
full_result,measured,4,266.449,200,46091,60,60
full_result,measured,5,261.306,200,46091,60,60
full_result,measured,6,273.782,200,46091,60,60
full_result,measured,7,260.093,200,46091,60,60
full_result,measured,8,256.235,200,46091,60,60
full_result,measured,9,249.045,200,46091,60,60
full_result,measured,10,350.731,200,46091,60,60
full_result,measured,11,250.996,200,46091,60,60
full_result,measured,12,257.104,200,46091,60,60
full_result,measured,13,278.471,200,46091,60,60
full_result,measured,14,266.146,200,46091,60,60
full_result,measured,15,249.246,200,46091,60,60
full_result,measured,16,269.865,200,46091,60,60
full_result,measured,17,254.079,200,46091,60,60
full_result,measured,18,264.777,200,46091,60,60
full_result,measured,19,269.936,200,46091,60,60
full_result,measured,20,284.041,200,46091,60,60
