variant,phase,ordinal,wall_ms,status,responseBytes,items,count
http_xml,measured,1,231.558,200,46091,60,60
http_xml,measured,2,212.909,200,46091,60,60
http_xml,measured,3,251.817,200,46091,60,60
http_xml,measured,4,233.161,200,46091,60,60
http_xml,measured,5,235.243,200,46091,60,60
http_xml,measured,6,239.23,200,46091,60,60
http_xml,measured,7,227.755,200,46091,60,60
http_xml,measured,8,247.414,200,46091,60,60
http_xml,measured,9,217.888,200,46091,60,60
http_xml,measured,10,247.297,200,46091,60,60
http_xml,measured,11,229.265,200,46091,60,60
http_xml,measured,12,223.754,200,46091,60,60
http_xml,measured,13,204.962,200,46091,60,60
http_xml,measured,14,225.804,200,46091,60,60
http_xml,measured,15,216.093,200,46091,60,60
http_xml,measured,16,257.721,200,46091,60,60
http_xml,measured,17,215.113,200,46091,60,60
http_xml,measured,18,200.327,200,46091,60,60
http_xml,measured,19,221.41,200,46091,60,60
http_xml,measured,20,243.628,200,46091,60,60
http_xml_sort,warmup,1,304.081,200,46091,60,60
http_xml_sort,warmup,2,281.455,200,46091,60,60
http_xml_sort,warmup,3,229.267,200,46091,60,60
http_xml_sort,warmup,4,227.513,200,46091,60,60
http_xml_sort,warmup,5,252.985,200,46091,60,60
http_xml_sort,measured,1,270.026,200,46091,60,60
http_xml_sort,measured,2,220.161,200,46091,60,60
http_xml_sort,measured,3,222.593,200,46091,60,60
http_xml_sort,measured,4,253.73,200,46091,60,60
http_xml_sort,measured,5,263.048,200,46091,60,60
http_xml_sort,measured,6,323.618,200,46091,60,60
http_xml_sort,measured,7,290.526,200,46091,60,60
http_xml_sort,measured,8,336.905,200,46091,60,60
http_xml_sort,measured,9,394.136,200,46091,60,60
http_xml_sort,measured,10,320.538,200,46091,60,60
http_xml_sort,measured,11,318.32,200,46091,60,60
http_xml_sort,measured,12,300.835,200,46091,60,60
http_xml_sort,measured,13,249.431,200,46091,60,60
http_xml_sort,measured,14,337.586,200,46091,60,60
http_xml_sort,measured,15,385.547,200,46091,60,60
http_xml_sort,measured,16,290.365,200,46091,60,60
http_xml_sort,measured,17,336.909,200,46091,60,60
http_xml_sort,measured,18,350.216,200,46091,60,60
http_xml_sort,measured,19,264.088,200,46091,60,60
http_xml_sort,measured,20,306.785,200,46091,60,60
http_xml_sort_map,warmup,1,268.6,200,46091,60,60
http_xml_sort_map,warmup,2,307.53,200,46091,60,60
http_xml_sort_map,warmup,3,361.67,200,46091,60,60
http_xml_sort_map,warmup,4,276.289,200,46091,60,60
http_xml_sort_map,warmup,5,329.679,200,46091,60,60
http_xml_sort_map,measured,1,344.708,200,46091,60,60
http_xml_sort_map,measured,2,464.828,200,46091,60,60
http_xml_sort_map,measured,3,343.971,200,46091,60,60
http_xml_sort_map,measured,4,309.281,200,46091,60,60
http_xml_sort_map,measured,5,281.367,200,46091,60,60
http_xml_sort_map,measured,6,285.798,200,46091,60,60
http_xml_sort_map,measured,7,271.241,200,46091,60,60
http_xml_sort_map,measured,8,269.215,200,46091,60,60
http_xml_sort_map,measured,9,328.893,200,46091,60,60
http_xml_sort_map,measured,10,350.048,200,46091,60,60
http_xml_sort_map,measured,11,267.235,200,46091,60,60
http_xml_sort_map,measured,12,311.79,200,46091,60,60
http_xml_sort_map,measured,13,318.353,200,46091,60,60
http_xml_sort_map,measured,14,302.464,200,46091,60,60
http_xml_sort_map,measured,15,273.816,200,46091,60,60
http_xml_sort_map,measured,16,295.939,200,46091,60,60
http_xml_sort_map,measured,17,328.263,200,46091,60,60
http_xml_sort_map,measured,18,382.24,200,46091,60,60
http_xml_sort_map,measured,19,343.006,200,46091,60,60
http_xml_sort_map,measured,20,307.105,200,46091,60,60
full_result,warmup,1,299.92,200,46091,60,60
full_result,warmup,2,260.19,200,46091,60,60
full_result,warmup,3,275.002,200,46091,60,60
full_result,warmup,4,277.374,200,46091,60,60
full_result,warmup,5,355.977,200,46091,60,60
full_result,measured,1,400.24,200,46091,60,60
full_result,measured,2,370.362,200,46091,60,60
full_result,measured,3,396.434,200,46091,60,60
full_result,measured,4,367.867,200,46091,60,60
full_result,measured,5,322.007,200,46091,60,60
full_result,measured,6,289.972,200,46091,60,60
full_result,measured,7,304.23,200,46091,60,60
full_result,measured,8,296.784,200,46091,60,60
full_result,measured,9,309.534,200,46091,60,60
full_result,measured,10,295.67,200,46091,60,60
full_result,measured,11,292.177,200,46091,60,60
full_result,measured,12,294.471,200,46091,60,60
full_result,measured,13,385.196,200,46091,60,60
full_result,measured,14,403.69,200,46091,60,60
full_result,measured,15,347.567,200,46091,60,60
full_result,measured,16,324.544,200,46091,60,60
full_result,measured,17,300.157,200,46091,60,60
full_result,measured,18,330.761,200,46091,60,60
full_result,measured,19,317.222,200,46091,60,60
full_result,measured,20,409.1,200,46091,60,60
