variant,phase,ordinal,wall_ms,status,responseBytes,items,count
http_xml,measured,15,228.2,200,46091,60,60
http_xml,measured,16,237.794,200,46091,60,60
http_xml,measured,17,213.33,200,46091,60,60
http_xml,measured,18,215.473,200,46091,60,60
http_xml,measured,19,231.551,200,46091,60,60
http_xml,measured,20,204.186,200,46091,60,60
http_xml_sort,warmup,1,287.615,200,46091,60,60
http_xml_sort,warmup,2,226.293,200,46091,60,60
http_xml_sort,warmup,3,229.341,200,46091,60,60
http_xml_sort,warmup,4,245.419,200,46091,60,60
http_xml_sort,warmup,5,222.534,200,46091,60,60
http_xml_sort,measured,1,233.7,200,46091,60,60
http_xml_sort,measured,2,252.364,200,46091,60,60
http_xml_sort,measured,3,231.64,200,46091,60,60
http_xml_sort,measured,4,235.714,200,46091,60,60
http_xml_sort,measured,5,282.273,200,46091,60,60
http_xml_sort,measured,6,253.282,200,46091,60,60
http_xml_sort,measured,7,258.492,200,46091,60,60
http_xml_sort,measured,8,260.711,200,46091,60,60
http_xml_sort,measured,9,256.512,200,46091,60,60
http_xml_sort,measured,10,219.532,200,46091,60,60
http_xml_sort,measured,11,226.296,200,46091,60,60
http_xml_sort,measured,12,263.048,200,46091,60,60
http_xml_sort,measured,13,244.857,200,46091,60,60
http_xml_sort,measured,14,251.381,200,46091,60,60
http_xml_sort,measured,15,250.068,200,46091,60,60
http_xml_sort,measured,16,272.465,200,46091,60,60
http_xml_sort,measured,17,260.905,200,46091,60,60
http_xml_sort,measured,18,222.635,200,46091,60,60
http_xml_sort,measured,19,239.722,200,46091,60,60
http_xml_sort,measured,20,247.618,200,46091,60,60
http_xml_sort_map,warmup,1,473.393,200,46091,60,60
http_xml_sort_map,warmup,2,444.817,200,46091,60,60
http_xml_sort_map,warmup,3,544.475,200,46091,60,60
http_xml_sort_map,warmup,4,418.417,200,46091,60,60
http_xml_sort_map,warmup,5,549.868,200,46091,60,60
http_xml_sort_map,measured,1,440.797,200,46091,60,60
http_xml_sort_map,measured,2,446.647,200,46091,60,60
http_xml_sort_map,measured,3,454.162,200,46091,60,60
http_xml_sort_map,measured,4,441.368,200,46091,60,60
http_xml_sort_map,measured,5,453.096,200,46091,60,60
http_xml_sort_map,measured,6,449.102,200,46091,60,60
http_xml_sort_map,measured,7,444.158,200,46091,60,60
http_xml_sort_map,measured,8,438.881,200,46091,60,60
http_xml_sort_map,measured,9,438.837,200,46091,60,60
http_xml_sort_map,measured,10,485.117,200,46091,60,60
http_xml_sort_map,measured,11,449.621,200,46091,60,60
http_xml_sort_map,measured,12,445.757,200,46091,60,60
http_xml_sort_map,measured,13,420.167,200,46091,60,60
http_xml_sort_map,measured,14,443.067,200,46091,60,60
http_xml_sort_map,measured,15,414.69,200,46091,60,60
http_xml_sort_map,measured,16,427.361,200,46091,60,60
http_xml_sort_map,measured,17,441.561,200,46091,60,60
http_xml_sort_map,measured,18,483.99,200,46091,60,60
http_xml_sort_map,measured,19,473.053,200,46091,60,60
http_xml_sort_map,measured,20,466.538,200,46091,60,60
full_result,warmup,1,602.337,200,46091,60,60
full_result,warmup,2,540.313,200,46091,60,60
full_result,warmup,3,616.114,200,46091,60,60
full_result,warmup,4,646.592,200,46091,60,60
full_result,warmup,5,566.298,200,46091,60,60
full_result,measured,1,485.214,200,46091,60,60
full_result,measured,2,481.746,200,46091,60,60
full_result,measured,3,550.085,200,46091,60,60
full_result,measured,4,526.981,200,46091,60,60
full_result,measured,5,480.486,200,46091,60,60
full_result,measured,6,457.801,200,46091,60,60
full_result,measured,7,448.239,200,46091,60,60
full_result,measured,8,461.722,200,46091,60,60
full_result,measured,9,433.545,200,46091,60,60
full_result,measured,10,429.251,200,46091,60,60
full_result,measured,11,448.659,200,46091,60,60
full_result,measured,12,450.372,200,46091,60,60
full_result,measured,13,446.659,200,46091,60,60
full_result,measured,14,454.989,200,46091,60,60
full_result,measured,15,604.554,200,46091,60,60
full_result,measured,16,503.635,200,46091,60,60
full_result,measured,17,467.585,200,46091,60,60
full_result,measured,18,449.454,200,46091,60,60
full_result,measured,19,428.943,200,46091,60,60
full_result,measured,20,434.279,200,46091,60,60
